1159033_0_COMx,1159033_0_COMy,1159033_0_COMz,1159033_1_COMx,1159033_1_COMy,1159033_1_COMz,639486_0_COMx,639486_0_COMy,639486_0_COMz,639486_1_COMx,639486_1_COMy,639486_1_COMz,639486_2_COMx,639486_2_COMy,639486_2_COMz,639486_3_COMx,639486_3_COMy,639486_3_COMz,7433301_0_COMx,7433301_0_COMy,7433301_0_COMz,7433301_1_COMx,7433301_1_COMy,7433301_1_COMz,7433301_2_COMx,7433301_2_COMy,7433301_2_COMz,7433301_3_COMx,7433301_3_COMy,7433301_3_COMz,7433301_4_COMx,7433301_4_COMy,7433301_4_COMz,8793077_0_COMx,8793077_0_COMy,8793077_0_COMz,8793077_1_COMx,8793077_1_COMy,8793077_1_COMz,8793077_2_COMx,8793077_2_COMy,8793077_2_COMz,8833418_0_COMx,8833418_0_COMy,8833418_0_COMz,8833418_1_COMx,8833418_1_COMy,8833418_1_COMz,8833418_2_COMx,8833418_2_COMy,8833418_2_COMz,256587_0_COMx,256587_0_COMy,256587_0_COMz,256587_1_COMx,256587_1_COMy,256587_1_COMz,256587_2_COMx,256587_2_COMy,256587_2_COMz,256587_3_COMx,256587_3_COMy,256587_3_COMz,2657201_0_COMx,2657201_0_COMy,2657201_0_COMz,2657201_1_COMx,2657201_1_COMy,2657201_1_COMz,5139716_0_COMx,5139716_0_COMy,5139716_0_COMz,5139716_1_COMx,5139716_1_COMy,5139716_1_COMz,7466188_0_COMx,7466188_0_COMy,7466188_0_COMz,7466188_1_COMx,7466188_1_COMy,7466188_1_COMz,8442648_0_COMx,8442648_0_COMy,8442648_0_COMz,8442648_1_COMx,8442648_1_COMy,8442648_1_COMz,8442648_2_COMx,8442648_2_COMy,8442648_2_COMz,8442648_3_COMx,8442648_3_COMy,8442648_3_COMz
-0.713549,51.284698,93.677933,-2.739266,46.792252,94.685684,3.025565,49.86578,95.425049,1.843661,36.330078,95.032013,3.701212,52.21022,95.08712,3.592432,57.143303,94.867165,1.865945,55.582516,89.098129,1.218914,52.263161,88.678337,-0.854947,40.137844,88.865852,1.287071,44.132687,90.415184,1.634805,43.566196,90.106468,3.817963,46.936916,100.456238,5.111071,42.915096,99.377243,4.713851,42.233688,99.179924,-0.420126,51.379677,93.398376,-2.114594,55.03249,90.414299,0.674457,50.038166,89.794159,0.449481,44.895084,99.448311,0.527217,55.432178,100.315918,1.352876,52.375816,99.740005,-0.747214,46.483463,100.051125,-0.65689,50.553864,89.512802,-1.434173,50.334873,89.822151,2.47468,41.446316,94.978165,2.645101,50.291458,95.029411,5.298131,50.591938,96.329369,4.59267,41.228268,95.693565,1.781997,61.141712,90.412323,3.074932,54.653347,89.649933,3.058312,52.629128,90.072548,1.652864,59.039436,89.746986
-0.719934,51.299046,93.686981,-2.804475,46.793743,94.725975,2.986023,49.852448,95.40522,1.84731,36.333439,95.015648,3.703388,52.186874,95.069084,3.50725,57.168736,94.896904,1.83599,55.581734,89.107361,1.240649,52.262074,88.68615,-0.839018,40.143608,88.867256,1.263748,44.150501,90.403145,1.587612,43.564198,90.140747,3.812609,46.955082,100.470093,5.122698,42.908581,99.417175,4.666099,42.260338,99.155731,-0.361914,51.390137,93.386154,-2.10827,55.040688,90.411339,0.694854,50.036312,89.783676,0.439428,44.894749,99.472885,0.534394,55.440289,100.320244,1.319162,52.363594,99.732765,-0.758539,46.487904,100.036781,-0.652394,50.550751,89.506889,-1.445278,50.323727,89.833298,2.466649,41.409557,94.975136,2.645711,50.283882,95.023392,5.308668,50.612133,96.309891,4.577734,41.185902,95.706741,1.774452,61.143578,90.415894,3.030813,54.6642,89.669846,3.050431,52.631989,90.06411,1.747627,59.012245,89.749565
-0.688161,51.302406,93.657784,-2.802155,46.786743,94.728035,2.992929,49.821861,95.402206,1.811369,36.321049,95.00174,3.708118,52.157352,95.058357,3.487119,57.140263,94.910889,1.839877,55.577393,89.086746,1.241525,52.27055,88.685486,-0.81204,40.137112,88.880547,1.257941,44.150925,90.403,1.629904,43.57444,90.11776,3.828564,46.946949,100.457176,5.112523,42.895679,99.418991,4.652511,42.273022,99.175835,-0.32678,51.401176,93.349686,-2.099897,55.049763,90.389641,0.681378,50.037209,89.761246,0.46945,44.908543,99.481911,0.516149,55.441315,100.318359,1.357332,52.359444,99.727356,-0.758402,46.482624,100.041023,-0.649196,50.560379,89.505074,-1.463358,50.303375,89.829605,2.47457,41.395981,94.953712,2.643636,50.29353,95.028137,5.341609,50.621681,96.329521,4.55177,41.163502,95.706543,1.766089,61.13839,90.419472,2.997353,54.694794,89.64827,3.065013,52.630581,90.06218,1.811977,58.996021,89.729942
-0.672166,51.321869,93.699432,-2.738745,46.762772,94.711861,2.975426,49.806713,95.410141,1.798707,36.318901,95.004623,3.703326,52.174553,95.061646,3.465173,57.107704,94.902359,1.7789,55.57119,89.099937,1.255958,52.276031,88.679077,-0.834953,40.136337,88.871552,1.256335,44.153812,90.394173,1.63039,43.574265,90.129036,3.81407,46.948238,100.446465,5.078703,42.891762,99.406769,4.671537,42.296638,99.196869,-0.241366,51.404957,93.377701,-2.063606,55.042648,90.392509,0.643297,50.027763,89.751442,0.499725,44.906322,99.451317,0.528427,55.453491,100.313171,1.364652,52.365524,99.729355,-0.76293,46.498653,100.039101,-0.616718,50.568409,89.509102,-1.459278,50.304352,89.828873,2.491755,41.379089,94.976425,2.668946,50.293781,95.030502,5.317457,50.656883,96.317772,4.58116,41.147911,95.688629,1.777911,61.139263,90.416725,2.980666,54.717175,89.674278,3.086738,52.610996,90.052475,1.916433,58.951176,89.751083
-0.653861,51.321228,93.69574,-2.754446,46.76561,94.696938,2.940526,49.767105,95.398659,1.726691,36.31179,95.013588,3.694836,52.161022,95.070168,3.473835,57.079147,94.878853,1.766924,55.568867,89.089798,1.249325,52.278145,88.680389,-0.844243,40.141308,88.865326,1.240679,44.162895,90.37709,1.609944,43.577316,90.128502,3.86155,46.974266,100.46447,5.155444,42.877865,99.382538,4.683623,42.308186,99.176857,-0.219967,51.402878,93.363663,-2.084549,55.052658,90.389404,0.63919,50.027889,89.770668,0.485107,44.903858,99.447937,0.539476,55.435081,100.320557,1.352127,52.359989,99.706924,-0.805153,46.507904,100.020691,-0.644407,50.561245,89.507706,-1.474281,50.28941,89.824059,2.497602,41.34774,94.970375,2.662012,50.302185,95.022064,5.31523,50.659393,96.285622,4.533035,41.108894,95.712646,1.767603,61.134514,90.416069,2.996778,54.7495,89.64978,3.099193,52.619556,90.040741,2.081422,58.901627,89.710381
-0.668101,51.337513,93.682281,-2.792304,46.754322,94.71212,2.894888,49.764488,95.4086,1.713527,36.306839,95.009026,3.686853,52.129341,95.078781,3.450792,57.048023,94.873367,1.745804,55.547047,89.103065,1.24644,52.277191,88.680222,-0.837888,40.133858,88.86618,1.244641,44.161903,90.377251,1.604512,43.578888,90.128586,3.737883,47.008343,100.428223,5.114668,42.862686,99.381645,4.700672,42.307266,99.170502,-0.198512,51.40744,93.376457,-2.102733,55.058666,90.381371,0.644465,50.013798,89.766647,0.481814,44.904652,99.453217,0.540242,55.437309,100.32003,1.346726,52.358147,99.714798,-0.807981,46.504635,100.018906,-0.632917,50.560291,89.508064,-1.47129,50.283638,89.84182,2.479446,41.317894,94.996658,2.65808,50.307724,95.011368,5.407825,50.67342,96.340828,4.618048,41.063377,95.665161,1.77468,61.142612,90.416405,2.965103,54.782963,89.63105,3.118496,52.604164,90.039864,2.213206,58.841496,89.669296
-0.687052,51.344818,93.678795,-2.76523,46.750801,94.716469,2.828473,49.73645,95.403847,1.666779,36.28783,95.052536,3.692222,52.116795,95.074303,3.529869,57.044781,94.87661,1.727552,55.542442,89.10421,1.258199,52.26778,88.694458,-0.833723,40.130733,88.869751,1.238662,44.160534,90.378731,1.592221,43.572559,90.127991,3.725212,47.023014,100.431625,5.099289,42.829693,99.41745,4.678662,42.316032,99.166153,-0.163368,51.413769,93.371529,-2.080077,55.064194,90.388077,0.66189,50.007755,89.774178,0.473349,44.933987,99.426399,0.534676,55.434959,100.32103,1.330353,52.348473,99.720032,-0.810363,46.496143,100.013649,-0.648082,50.561356,89.512009,-1.477342,50.264957,89.837738,2.437212,41.306507,95.003944,2.672887,50.323956,95.013817,5.433399,50.665165,96.356796,4.612109,41.036381,95.66909,1.766538,61.138672,90.410019,2.914844,54.797661,89.639458,3.140837,52.593742,90.026077,2.229171,58.843246,89.675255
-0.663399,51.37315,93.655357,-2.737079,46.743473,94.703369,2.799031,49.721989,95.40834,1.644133,36.27729,95.071571,3.712607,52.086704,95.079117,3.480916,57.003212,94.900475,1.701613,55.534042,89.097542,1.262998,52.259739,88.682121,-0.837895,40.139381,88.87149,1.22408,44.15744,90.38427,1.602731,43.563385,90.136841,3.704895,47.042763,100.47094,5.089683,42.833851,99.432899,4.680151,42.330662,99.160652,-0.057707,51.434822,93.398941,-2.063683,55.058743,90.38588,0.637913,50.002647,89.781898,0.520478,44.93404,99.436272,0.530171,55.444126,100.317886,1.323105,52.337513,99.712517,-0.790829,46.511555,100.013527,-0.629755,50.560646,89.504997,-1.490513,50.254612,89.839806,2.454884,41.280685,94.980659,2.672295,50.332626,95.017334,5.493199,50.697872,96.377037,4.581437,41.013714,95.673981,1.757216,61.148197,90.421959,2.948623,54.813438,89.650894,3.126566,52.605503,90.032341,2.32019,58.839813,89.624367
-0.662892,51.398144,93.677673,-2.845116,46.681194,94.730827,2.754109,49.695271,95.400177,1.648446,36.266666,95.041557,3.719616,52.081993,95.083252,3.455481,56.978249,94.90065,1.66557,55.527012,89.086525,1.238077,52.256954,88.67717,-0.844213,40.122318,88.873283,1.223338,44.153915,90.376511,1.623287,43.55476,90.150093,3.71954,47.122852,100.466782,5.073587,42.773232,99.388412,4.67937,42.397137,99.160149,0.012621,51.488682,93.400284,-2.057857,55.056396,90.390526,0.599479,49.927063,89.768654,0.52182,44.933647,99.409966,0.529808,55.442097,100.323158,1.268923,52.342495,99.732567,-0.808816,46.485783,100.016502,-0.64036,50.558128,89.493874,-1.482888,50.239357,89.832199,2.362254,41.236931,94.977341,2.669195,50.3335,95.01078,5.406855,50.795513,96.238152,4.465799,40.968536,95.680901,1.754031,61.157555,90.41571,2.908369,54.827244,89.632904,3.149188,52.596802,90.036636,2.430943,58.837063,89.726097
-0.661157,51.37999,93.660332,-2.77121,46.708027,94.683167,2.729719,49.677303,95.377701,1.632771,36.257523,95.065506,3.729324,52.045979,95.083488,3.48515,56.949261,94.89122,1.632216,55.504356,89.083275,1.25814,52.264465,88.670563,-0.817048,40.114479,88.87075,1.226797,44.15424,90.376572,1.614157,43.567242,90.160881,3.724725,47.122742,100.443932,5.080591,42.780216,99.416168,4.657213,42.391384,99.152382,0.066193,51.508965,93.404968,-2.07589,55.061657,90.395393,0.576449,49.91758,89.763817,0.515551,44.948723,99.410088,0.526375,55.440845,100.323616,1.29535,52.331261,99.723907,-0.814776,46.50341,100.027489,-0.646933,50.555973,89.501701,-1.506756,50.219189,89.843826,2.357424,41.246399,94.961098,2.683073,50.344437,94.997429,5.413047,50.794697,96.243088,4.529751,40.944363,95.731621,1.750886,61.151466,90.426003,2.938728,54.820709,89.646164,3.155151,52.597019,90.029633,2.416106,58.846222,89.682365
-0.658898,51.382832,93.672714,-2.812606,46.70668,94.702766,2.770658,49.634602,95.359802,1.614486,36.254292,95.067955,3.72438,52.047539,95.07457,3.502048,56.91333,94.878448,1.607664,55.492268,89.08326,1.239143,52.257198,88.647903,-0.836182,40.108116,88.86438,1.23583,44.154896,90.393578,1.61504,43.554935,90.153862,3.685379,47.107552,100.474434,5.071724,42.768669,99.450821,4.630523,42.399178,99.158287,0.095577,51.544407,93.407112,-2.082392,55.062065,90.381767,0.575942,49.923203,89.761368,0.565607,44.949104,99.429352,0.525635,55.448128,100.317139,1.30682,52.349648,99.735985,-0.804517,46.50631,100.027,-0.657369,50.566017,89.499176,-1.512749,50.21632,89.834915,2.395149,41.227646,94.956985,2.674466,50.346523,94.990921,5.442637,50.792,96.254845,4.543834,40.937252,95.698753,1.748741,61.149986,90.43029,2.95882,54.834854,89.646126,3.176951,52.588608,90.02507,2.55081,58.802074,89.671883
-0.683028,51.394901,93.67099,-2.780514,46.695007,94.713371,2.7687,49.610477,95.378166,1.539685,36.259556,95.04985,3.749063,52.013714,95.066566,3.481004,56.893581,94.87928,1.627271,55.494606,89.09008,1.226943,52.256794,88.6483,-0.836898,40.105148,88.858406,1.237448,44.152924,90.378014,1.570667,43.550713,90.17205,3.672657,47.125343,100.444023,5.068785,42.747749,99.4161,4.634274,42.394852,99.171104,0.153157,51.578392,93.364891,-2.080041,55.061752,90.384148,0.563859,49.912476,89.769623,0.561286,44.941998,99.483154,0.54267,55.440556,100.319344,1.30049,52.341393,99.708771,-0.776668,46.510254,100.025475,-0.688204,50.553825,89.504494,-1.505693,50.208267,89.838585,2.373069,41.229454,94.94352,2.690036,50.351776,94.995407,5.504049,50.790707,96.287338,4.531344,40.896832,95.775345,1.745692,61.16967,90.431831,2.9276,54.855499,89.627098,3.209225,52.595314,90.019127,2.708942,58.777908,89.691429
-0.704964,51.404579,93.639114,-2.782446,46.684792,94.707527,2.763104,49.601097,95.362335,1.502365,36.250282,95.052399,3.740243,52.007088,95.080765,3.460167,56.866325,94.879227,1.628289,55.477154,89.09259,1.212731,52.262074,88.655991,-0.813392,40.095337,88.864601,1.278253,44.14838,90.379196,1.645374,43.559769,90.149162,3.641868,47.150211,100.433022,5.050762,42.752796,99.399269,4.661482,42.40152,99.188316,0.197666,51.599083,93.375763,-2.080453,55.066269,90.378738,0.554532,49.907482,89.775352,0.567501,44.946011,99.469559,0.569065,55.469517,100.311745,1.291315,52.350033,99.730492,-0.796132,46.514496,100.021042,-0.694506,50.55051,89.52597,-1.522204,50.19603,89.837692,2.396386,41.232826,94.954704,2.707668,50.355927,95.00293,5.512375,50.793392,96.303574,4.552102,40.894161,95.742867,1.73675,61.171585,90.429337,2.894913,54.876106,89.641716,3.197702,52.616566,90.010735,2.751824,58.781616,89.69474
-0.662531,51.429211,93.633743,-2.770079,46.677086,94.705162,2.75355,49.577503,95.369774,1.431899,36.248276,95.07785,3.769269,51.987202,95.080688,3.545703,56.841999,94.885284,1.644086,55.468555,89.100288,1.213141,52.260082,88.664978,-0.794634,40.08704,88.86293,1.300387,44.142155,90.369919,1.65733,43.559902,90.147942,3.647453,47.169117,100.444443,5.077909,42.729992,99.408287,4.639204,42.394527,99.207199,0.188413,51.634472,93.383072,-2.091217,55.065224,90.381081,0.569229,49.906479,89.77359,0.527164,44.951008,99.474098,0.566717,55.466721,100.309547,1.331073,52.337528,99.703629,-0.800047,46.51857,100.016563,-0.691645,50.555866,89.514908,-1.516304,50.197456,89.831963,2.436866,41.213455,94.947861,2.712929,50.353302,95.009918,5.521221,50.797817,96.28537,4.577081,40.858311,95.746658,1.71248,61.176926,90.431465,2.930353,54.902821,89.632744,3.18821,52.630829,89.984795,2.844479,58.758614,89.726082
-0.682736,51.435459,93.640366,-2.799116,46.685925,94.712257,2.731273,49.575089,95.341766,1.437189,36.257511,95.072014,3.740875,51.962265,95.075211,3.53092,56.817047,94.891182,1.627086,55.451054,89.084892,1.20064,52.241528,88.657455,-0.759137,40.083652,88.877075,1.259379,44.147491,90.36515,1.638551,43.554996,90.155403,3.644945,47.18544,100.433365,5.073264,42.729355,99.4105,4.645947,42.405323,99.193863,0.268412,51.671169,93.395576,-2.080796,55.068275,90.379524,0.580095,49.899448,89.785118,0.523722,44.967056,99.462517,0.572339,55.46434,100.309441,1.36554,52.303764,99.654343,-0.79552,46.521553,100.02137,-0.70707,50.536312,89.529747,-1.532285,50.183075,89.832382,2.414742,41.207386,94.963524,2.708414,50.357204,95.012543,5.542275,50.803749,96.2929,4.554994,40.859219,95.717606,1.697888,61.191853,90.436478,2.936455,54.92831,89.649071,3.207256,52.623047,89.98336,2.989727,58.765995,89.661644
-0.693957,51.437122,93.642014,-2.790335,46.669582,94.694206,2.741101,49.554916,95.354195,1.435043,36.239948,95.074677,3.734025,51.944851,95.071442,3.453427,56.792587,94.900185,1.595558,55.442394,89.081322,1.159647,52.210976,88.65683,-0.740821,40.07362,88.896599,1.249083,44.156399,90.354263,1.618469,43.546017,90.159416,3.640936,47.182014,100.46035,5.029111,42.716259,99.397957,4.676956,42.405197,99.209373,0.355878,51.704941,93.397926,-2.07134,55.076317,90.377151,0.589296,49.904343,89.798294,0.485002,44.979683,99.468895,0.568854,55.463459,100.305222,1.370111,52.302334,99.66217,-0.809547,46.511295,100.02964,-0.706338,50.536819,89.519493,-1.543196,50.18581,89.832047,2.430992,41.188496,94.957642,2.707641,50.359642,95.014618,5.514936,50.81876,96.280182,4.589385,40.840752,95.703438,1.695663,61.202335,90.435814,2.92582,54.945297,89.639946,3.21506,52.615246,89.982948,3.059101,58.765285,89.652054
-0.723336,51.450253,93.623215,-2.7933,46.657265,94.69622,2.696836,49.534153,95.357307,1.404995,36.232189,95.081787,3.751496,51.943516,95.064606,3.456216,56.766716,94.881927,1.605163,55.428032,89.077057,1.130047,52.213017,88.656082,-0.745548,40.054691,88.917389,1.257973,44.157997,90.360596,1.631392,43.542099,90.171432,3.606417,47.20055,100.465088,5.012647,42.703049,99.393982,4.707919,42.413845,99.198662,0.401688,51.764275,93.396889,-2.064185,55.082767,90.383087,0.580668,49.892262,89.799835,0.464969,45.001862,99.480339,0.579641,55.490036,100.298706,1.371491,52.302849,99.640869,-0.811598,46.514305,100.028877,-0.696095,50.540745,89.513283,-1.539903,50.178135,89.826355,2.439594,41.18679,94.94957,2.724211,50.365807,94.999855,5.491365,50.82494,96.246758,4.610875,40.825153,95.695152,1.686596,61.210846,90.430885,2.919835,54.981834,89.681076,3.270405,52.586628,89.992638,3.170175,58.779938,89.629845
-0.689654,51.451359,93.614754,-2.83304,46.653843,94.685448,2.694969,49.500851,95.336937,1.372497,36.227978,95.078796,3.722464,51.943104,95.077751,3.537192,56.744808,94.900848,1.592043,55.415512,89.093933,1.125614,52.215118,88.651344,-0.710934,40.070953,88.935188,1.242376,44.156696,90.353134,1.628506,43.542957,90.171204,3.588458,47.221855,100.476028,4.986193,42.67971,99.421509,4.687589,42.414032,99.195641,0.406813,51.774395,93.405411,-2.058542,55.080242,90.386375,0.578559,49.88398,89.804581,0.501581,45.011616,99.465187,0.585548,55.485432,100.307648,1.369473,52.31715,99.674652,-0.825996,46.51561,100.009193,-0.680813,50.528866,89.515663,-1.546001,50.182064,89.824631,2.407496,41.175312,94.939323,2.744344,50.398079,95.020699,5.451065,50.841042,96.258987,4.575027,40.824898,95.664101,1.686915,61.212177,90.432129,2.937546,54.992004,89.657608,3.262562,52.580769,89.992668,3.284697,58.769817,89.623817
-0.699609,51.462963,93.634888,-2.798763,46.635647,94.684845,2.663363,49.510475,95.353912,1.33632,36.229355,95.092194,3.757384,51.923958,95.081459,3.530821,56.71032,94.888771,1.594227,55.397438,89.093803,1.099904,52.199249,88.648575,-0.718552,40.080284,88.936569,1.261131,44.160488,90.356247,1.632112,43.532101,90.175369,3.605556,47.2383,100.473358,4.987782,42.67794,99.436623,4.710684,42.421501,99.197762,0.399658,51.826576,93.383759,-2.053368,55.086967,90.386269,0.56299,49.875645,89.797493,0.553989,45.018574,99.484207,0.602086,55.490688,100.300339,1.390666,52.317894,99.669403,-0.826165,46.513062,100.015259,-0.697337,50.527683,89.510284,-1.549823,50.183838,89.81601,2.437201,41.142159,94.970848,2.730954,50.383778,95.019066,5.470047,50.84795,96.244278,4.624775,40.765385,95.730278,1.689924,61.221634,90.448822,2.901326,55.011444,89.64653,3.273146,52.593937,89.990082,3.393297,58.773815,89.621155
-0.672365,51.474743,93.645882,-2.813382,46.640209,94.683784,2.668668,49.483284,95.345322,1.305966,36.21542,95.116516,3.741197,51.898609,95.074974,3.488826,56.671249,94.897903,1.551927,55.396217,89.094246,1.098723,52.198078,88.644157,-0.688752,40.067726,88.916496,1.247064,44.165722,90.355606,1.638743,43.528866,90.172302,3.602423,47.269958,100.473541,5.020395,42.670147,99.435707,4.757234,42.433498,99.194969,0.440986,51.854534,93.426468,-2.075426,55.099983,90.405067,0.551478,49.869728,89.797356,0.539507,45.02541,99.473778,0.584484,55.49118,100.304504,1.362638,52.315231,99.653328,-0.799601,46.536358,100.038094,-0.707682,50.520451,89.499352,-1.561745,50.180305,89.823082,2.406551,41.14006,94.984184,2.744343,50.394154,95.040932,5.500214,50.855835,96.26123,4.650188,40.771706,95.733101,1.656142,61.239376,90.429558,2.873954,55.021118,89.632828,3.296535,52.598866,89.985489,3.493986,58.77338,89.636551
-0.78761,51.589138,93.674416,-2.853266,46.582329,94.725639,2.638016,49.47945,95.336525,1.342523,36.20937,95.078407,3.72757,51.797859,95.084488,3.539684,56.575294,94.860184,1.518058,55.401112,89.094315,1.088397,52.145668,88.673943,-0.620605,40.046085,88.885483,1.300039,44.15892,90.351791,1.617963,43.518238,90.153526,3.648464,47.315376,100.454056,5.007626,42.560215,99.386208,4.727612,42.497982,99.213348,0.488714,51.955517,93.414764,-1.996291,55.137585,90.42878,0.634407,49.802048,89.844933,0.562499,45.14204,99.444519,0.55585,55.498867,100.351593,1.291742,52.30698,99.71804,-0.862303,46.522861,100.056961,-0.701633,50.431137,89.453743,-1.584621,50.109398,89.869987,2.458802,41.100262,94.964798,2.753541,50.430161,95.050713,5.530218,50.87587,96.304337,4.59641,40.754295,95.702202,1.617586,61.257126,90.41333,2.889093,55.121761,89.691322,3.275704,52.589169,89.940285,3.80269,58.819416,89.53154
-0.811362,51.562836,93.668037,-2.860364,46.592369,94.721596,2.626485,49.482624,95.330818,1.259155,36.228535,95.045036,3.741366,51.797031,95.083862,3.555411,56.570892,94.880974,1.527119,55.389496,89.10527,1.083629,52.137718,88.651573,-0.661228,40.036076,88.906036,1.311342,44.167324,90.383774,1.577318,43.509655,90.156166,3.685985,47.323517,100.439194,4.954055,42.574402,99.406036,4.721796,42.492016,99.182884,0.505722,51.932133,93.42704,-2.082523,55.139465,90.36451,0.593945,49.788357,89.839897,0.492205,45.130531,99.466187,0.595949,55.55109,100.323723,1.354407,52.312897,99.724327,-0.853269,46.49741,100.012466,-0.736554,50.44442,89.449966,-1.590337,50.105564,89.83757,2.427439,41.096642,94.955009,2.760788,50.462841,95.028847,5.527002,50.876804,96.309143,4.581118,40.74379,95.706306,1.620722,61.238472,90.418472,2.835337,55.121056,89.670372,3.292875,52.579025,89.950798,3.891881,58.786659,89.506058
-0.788151,51.557251,93.668617,-2.855824,46.582901,94.712242,2.619533,49.482761,95.344643,1.272284,36.214348,95.024872,3.734645,51.798519,95.095596,3.526127,56.55909,94.864212,1.538075,55.376404,89.103111,1.082292,52.132782,88.642937,-0.625824,40.045837,88.877869,1.266792,44.17514,90.379768,1.588347,43.521599,90.157585,3.685832,47.336216,100.439529,4.878507,42.579357,99.41404,4.704576,42.509876,99.175064,0.543205,51.972656,93.439522,-2.09569,55.141979,90.359802,0.633863,49.78727,89.855423,0.498869,45.129189,99.479439,0.60345,55.527561,100.33316,1.398258,52.324379,99.706703,-0.914882,46.534962,99.964287,-0.758951,50.442692,89.474754,-1.596623,50.117931,89.837845,2.437529,41.104004,94.973305,2.769076,50.457378,95.055,5.52761,50.87775,96.292717,4.607569,40.741093,95.696602,1.626141,61.250805,90.414474,2.877383,55.141636,89.656784,3.315482,52.577198,89.950172,3.965629,58.832031,89.496712
-0.799936,51.569355,93.662102,-2.837229,46.591663,94.724258,2.622696,49.450111,95.335274,1.21361,36.209003,95.072922,3.759499,51.799339,95.091629,3.554024,56.539368,94.869591,1.557035,55.377239,89.113655,1.080573,52.133713,88.646904,-0.624881,40.049984,88.876602,1.292918,44.173618,90.404594,1.561547,43.51952,90.161491,3.596237,47.38018,100.400528,4.996463,42.586365,99.395775,4.674819,42.509045,99.171234,0.572179,51.982891,93.468239,-2.072538,55.14513,90.366264,0.616366,49.784607,89.855911,0.503458,45.133648,99.4832,0.592842,55.536812,100.33812,1.390185,52.320995,99.704674,-0.895952,46.54158,99.983429,-0.787717,50.438343,89.492981,-1.607262,50.121674,89.850586,2.408227,41.087181,94.964424,2.779643,50.462013,95.040749,5.507168,50.881802,96.300201,4.602242,40.738655,95.658173,1.623978,61.257313,90.413597,2.853806,55.168968,89.659637,3.324729,52.592937,89.9561,3.964018,58.842354,89.549614
-0.747181,51.575924,93.674484,-2.831834,46.592487,94.716682,2.645064,49.455406,95.329643,1.229767,36.192017,95.061073,3.779085,51.783649,95.088989,3.49427,56.508812,94.879669,1.533847,55.38752,89.09063,1.094693,52.14378,88.650986,-0.599048,40.055603,88.909584,1.315002,44.179623,90.393631,1.571444,43.52129,90.161102,3.531494,47.4058,100.42083,5.046,42.5881,99.388222,4.692313,42.500843,99.183777,0.622144,51.996601,93.452934,-2.076277,55.152897,90.376778,0.657104,49.784374,89.857819,0.458233,45.133003,99.445488,0.576584,55.527679,100.332153,1.368657,52.31929,99.705673,-0.888419,46.542042,99.985466,-0.806262,50.422508,89.476723,-1.588991,50.117371,89.864449,2.415159,41.097828,94.978127,2.760346,50.458897,95.036575,5.514025,50.885242,96.304428,4.609522,40.709557,95.659164,1.637811,61.246239,90.420898,2.798451,55.19482,89.648232,3.322791,52.594872,89.954178,4.014961,58.845505,89.540283
-0.764899,51.578011,93.652359,-2.805023,46.590729,94.69558,2.665888,49.445274,95.31501,1.25811,36.185463,95.040985,3.758952,51.774654,95.096672,3.580089,56.469513,94.877922,1.522879,55.386536,89.086205,1.039077,52.129631,88.672279,-0.622251,40.035198,88.89595,1.306572,44.16724,90.383904,1.573693,43.530144,90.152222,3.53242,47.389896,100.409111,5.034472,42.567719,99.413918,4.72673,42.516602,99.178772,0.634872,52.000458,93.495079,-2.07944,55.141846,90.394524,0.669951,49.767246,89.843147,0.420397,45.138092,99.47776,0.594481,55.531879,100.33757,1.314263,52.304626,99.702042,-0.90051,46.554489,99.999428,-0.75334,50.412643,89.469696,-1.599012,50.115898,89.855515,2.422489,41.089767,94.980919,2.774414,50.454346,95.039536,5.501391,50.893589,96.311035,4.62113,40.710854,95.687469,1.652571,61.251186,90.409302,2.76813,55.214119,89.636215,3.335769,52.594543,89.967499,4.249646,58.904953,89.55336
-0.743746,51.585857,93.662544,-2.808287,46.589909,94.696518,2.654429,49.435688,95.331779,1.235529,36.185726,95.040428,3.761792,51.779987,95.10482,3.625026,56.438824,94.871048,1.49616,55.384304,89.08136,1.053951,52.119236,88.660553,-0.624671,40.037548,88.907883,1.323197,44.172859,90.372154,1.588415,43.526005,90.154579,3.53669,47.401966,100.409081,5.075522,42.544575,99.410866,4.702933,42.515377,99.188751,0.622798,52.008015,93.443886,-2.068931,55.149345,90.410789,0.660369,49.764744,89.844986,0.405371,45.148766,99.458969,0.587027,55.528431,100.330475,1.291892,52.299377,99.712624,-0.910796,46.54636,100.002861,-0.745826,50.402802,89.488411,-1.592748,50.104866,89.853203,2.417819,41.096619,94.98407,2.781399,50.463551,95.036079,5.508514,50.89138,96.294586,4.614345,40.705425,95.688683,1.639207,61.260059,90.417511,2.7566,55.23613,89.612617,3.330467,52.59486,89.958168,4.302999,58.891773,89.57737
